link_id,time_index,utilization,latency_proxy,queue_proxy,variance,is_missing,staleness_count,disagreement,util_original,confidence
IPLSng__KSCYng,497,1.256212,500.0,4525.62,0.068249,False,0,0.0292,1.256212,0.822711
KSCYng__SNVAng,497,1.882321,500.0,10736.624,0.161336,False,1,0.028674,1.870604,0.539038
LOSAng__SNVAng,497,0.86844,38.006,678.928,0.094477,False,0,0.019707,0.86844,0.794908
NYCMng__WASHng,497,0.076219,5.413,0.0,0.013144,False,0,0.003527,0.076219,0.977202
SNVAng__STTLng,497,1.001525,500.0,1999.126,0.051015,False,0,0.062678,1.001525,0.783609
ATLAM5__ATLAng,498,0.893528,46.961,927.801,0.125437,False,1,0.066298,0.826199,0.525219
ATLAng__CHINng,498,0.457231,9.212,0.0,0.023661,False,0,0.096278,0.457231,0.762692
ATLAng__HSTNng,498,1.58991,500.0,7835.911,0.170387,False,0,0.040487,1.58991,0.612807
ATLAng__IPLSng,498,0.303541,7.179,0.0,0.018644,False,0,0.144709,0.303541,0.669836
ATLAng__WASHng,498,0.769517,21.694,0.0,0.052241,False,0,0.031852,0.769517,0.846298
CHINng__IPLSng,498,0.979397,242.685,1779.62,0.06735,False,0,0.002284,0.979397,0.881037
CHINng__NYCMng,498,0.738238,19.101,0.0,0.042909,False,0,0.006732,0.738238,0.916209
DNVRng__KSCYng,498,0.729558,18.488,0.0,0.038199,False,0,0.080626,0.729558,0.769163
DNVRng__SNVAng,498,0.230181,6.495,0.0,0.014606,False,0,0.048414,0.230181,0.880001
HSTNng__KSCYng,498,,,,0.155126,True,0,0.045952,1.560309,0.197323
IPLSng__KSCYng,498,,,,0.070343,True,0,0.039579,1.176619,0.36525
KSCYng__SNVAng,498,1.824774,500.0,10165.762,0.172355,False,0,0.023852,1.824774,0.644255
LOSAng__SNVAng,498,0.8548,34.435,543.617,0.096537,False,0,0.014454,0.8548,0.802215
NYCMng__WASHng,498,,,,0.013664,True,0,0.066934,0.075636,0.410929
SNVAng__STTLng,498,0.949693,99.39,1484.955,0.049287,False,0,0.032776,0.949693,0.849734
ATLAM5__ATLAng,499,0.845859,32.438,454.921,0.120228,False,0,0.03264,0.845859,0.720741
ATLAng__CHINng,499,,,,0.023891,True,0,0.074685,0.479415,0.375966
ATLAng__HSTNng,499,1.553945,500.0,7479.13,0.157523,False,0,0.002938,1.553945,0.715333
ATLAng__IPLSng,499,0.307053,7.216,0.0,0.017609,False,0,0.059638,0.307053,0.850889
ATLAng__WASHng,499,0.772353,21.964,0.0,0.051906,False,0,0.009515,0.772353,0.893953
CHINng__IPLSng,499,0.988597,438.479,1870.882,0.066242,False,0,0.030109,0.988597,0.824454
CHINng__NYCMng,499,0.767268,21.484,0.0,0.045642,False,0,0.054887,0.767268,0.809809
DNVRng__KSCYng,499,0.663486,14.858,0.0,0.038747,False,0,0.077519,0.663486,0.774711
DNVRng__SNVAng,499,0.236058,6.545,0.0,0.01624,False,0,0.032184,0.236058,0.911206
HSTNng__KSCYng,499,,,,0.130286,True,0,0.03285,1.500749,0.270186
IPLSng__KSCYng,499,1.213058,500.0,4097.532,0.072446,False,0,0.068266,1.213058,0.732786
KSCYng__SNVAng,499,1.825547,500.0,10173.431,0.150829,False,0,0.054969,1.825547,0.617949
LOSAng__SNVAng,499,,,,0.064271,True,1,0.040145,0.842426,0.259981
NYCMng__WASHng,499,0.075232,5.407,0.0,0.013708,False,0,0.075696,0.075232,0.82418
SNVAng__STTLng,499,0.95721,116.849,1559.521,0.059747,False,0,0.076156,0.95721,0.739311
ATLAM5__ATLAng,500,0.79941,24.926,0.0,0.110779,False,0,0.019062,0.79941,0.766557
ATLAng__CHINng,500,,,,0.02888,True,0,0.030554,0.465466,0.45982
ATLAng__HSTNng,500,1.590778,500.0,7844.516,0.13088,False,0,0.023258,1.590778,0.72109
ATLAng__IPLSng,500,0.321394,7.368,0.0,0.061606,False,0,0.089734,0.321394,0.707326
ATLAng__WASHng,500,0.754297,20.35,0.0,0.053466,False,0,0.048605,0.754297,0.808782
CHINng__IPLSng,500,0.895227,47.722,944.647,0.06575,False,0,0.052047,0.895227,0.779146
CHINng__NYCMng,500,0.740101,19.238,0.0,0.052013,False,0,0.02414,0.740101,0.862956
DNVRng__KSCYng,500,0.64095,13.926,0.0,0.040859,False,0,0.004142,0.64095,0.925402
DNVRng__SNVAng,500,0.219317,6.405,0.0,0.016247,False,0,0.046944,0.219317,0.880107
HSTNng__KSCYng,500,1.506344,500.0,7006.929,0.137396,False,0,0.085954,1.506344,0.577169
IPLSng__KSCYng,500,,,,0.075751,True,0,0.016134,1.147508,0.404774
KSCYng__SNVAng,500,1.784802,500.0,9769.235,0.15469,False,0,0.031713,1.784802,0.65989
LOSAng__SNVAng,500,0.788019,23.587,0.0,0.054222,False,0,0.045859,0.788019,0.813188
NYCMng__WASHng,500,0.104805,5.585,0.0,0.013929,False,0,0.033457,0.104805,0.912738
SNVAng__STTLng,500,0.933921,75.667,1328.493,0.064226,False,0,0.024477,0.933921,0.839988
ATLAM5__ATLAng,501,0.832521,29.855,322.61,0.05819,False,0,0.006796,0.832521,0.888226
ATLAng__CHINng,501,,,,0.029661,True,0,0.038323,0.474717,0.442033
ATLAng__HSTNng,501,1.500848,500.0,6952.413,0.082937,False,0,0.065009,1.500848,0.720526
ATLAng__IPLSng,501,0.312583,7.274,0.0,0.062325,False,0,0.03062,0.312583,0.830516
ATLAng__WASHng,501,0.752228,20.18,0.0,0.04874,False,0,0.039978,0.752228,0.835565
CHINng__IPLSng,501,0.929375,70.796,1283.396,0.063767,False,0,0.067614,0.929375,0.749975
CHINng__NYCMng,501,0.721188,17.933,0.0,0.049718,False,0,0.012008,0.721188,0.89269
DNVRng__KSCYng,501,0.641056,13.93,0.0,0.050095,False,0,0.045964,0.641056,0.820488
DNVRng__SNVAng,501,0.217867,6.393,0.0,0.016178,False,0,0.11306,0.217867,0.740986
HSTNng__KSCYng,501,1.477862,500.0,6724.388,0.094014,False,0,0.099895,1.477862,0.626867
IPLSng__KSCYng,501,1.136571,500.0,3338.787,0.071351,False,0,0.012872,1.136571,0.851446
KSCYng__SNVAng,501,1.724599,500.0,9172.023,0.103308,False,0,0.020748,1.724599,0.776622
LOSAng__SNVAng,501,0.816186,27.201,160.568,0.045854,False,0,0.021002,0.816186,0.880789
NYCMng__WASHng,501,0.070929,5.382,0.0,0.0144,False,0,0.017014,0.070929,0.946507
SNVAng__STTLng,501,0.919484,62.1,1185.286,0.059622,False,0,0.06106,0.919484,0.771333
ATLAM5__ATLAng,502,0.934229,76.021,1331.548,0.056565,False,0,0.030905,0.934229,0.840411
ATLAng__CHINng,502,,,,0.028602,True,0,0.046656,0.441315,0.426414
ATLAng__HSTNng,502,1.660827,500.0,8539.408,0.09014,False,0,0.069524,1.660827,0.697891
ATLAng__IPLSng,502,0.302188,7.165,0.0,0.063633,False,0,0.053333,0.302188,0.780298
ATLAng__WASHng,502,0.791719,24.006,0.0,0.045086,False,0,0.083829,0.791719,0.749869
CHINng__IPLSng,502,0.894014,47.176,932.621,0.066346,False,0,0.061609,0.894014,0.757922
CHINng__NYCMng,502,0.693475,16.312,0.0,0.044205,False,0,0.045093,0.693475,0.833057
DNVRng__KSCYng,502,0.65044,14.304,0.0,0.052541,False,0,0.039353,0.65044,0.829953
DNVRng__SNVAng,502,0.22074,6.416,0.0,0.019775,False,0,0.044628,0.22074,0.878556
HSTNng__KSCYng,502,1.651637,500.0,8448.238,0.098899,False,0,0.015357,1.651637,0.796011
IPLSng__KSCYng,502,,,,0.076258,True,0,0.005038,1.113926,0.427218
KSCYng__SNVAng,502,1.871481,500.0,10629.095,0.108647,False,0,0.011924,1.871481,0.785475
LOSAng__SNVAng,502,0.849904,33.312,495.043,0.054106,False,0,0.09016,0.849904,0.720097
NYCMng__WASHng,502,,,,0.010858,True,0,0.010104,0.070975,0.535733
SNVAng__STTLng,502,0.919484,62.1,1185.286,0.060114,False,1,0.103192,0.894398,0.566559
ATLAM5__ATLAng,503,0.805308,25.682,52.659,0.067326,False,0,0.075473,0.805308,0.726937
ATLAng__CHINng,503,0.490142,9.807,0.0,0.032176,False,0,0.033674,0.490142,0.879028
ATLAng__HSTNng,503,1.560912,500.0,7548.243,0.108092,False,0,0.024368,1.560912,0.760281
ATLAng__IPLSng,503,,,,0.067211,True,0,0.006855,0.296216,0.439878
ATLAng__WASHng,503,0.72016,17.867,0.0,0.047756,False,0,0.160849,0.72016,0.582791
CHINng__IPLSng,503,0.860295,35.79,598.129,0.065273,False,0,0.033956,0.860295,0.818119
CHINng__NYCMng,503,0.728994,18.45,0.0,0.046507,False,0,0.011275,0.728994,0.900085
DNVRng__KSCYng,503,0.621354,13.205,0.0,0.053018,False,0,0.000321,0.621354,0.91129
DNVRng__SNVAng,503,,,,0.020166,True,0,0.055241,0.209679,0.423707
HSTNng__KSCYng,503,1.437222,500.0,6321.243,0.107032,False,0,0.032513,1.437222,0.745058
IPLSng__KSCYng,503,,,,0.080315,True,0,0.06363,1.056173,0.296425
KSCYng__SNVAng,503,1.674948,500.0,8679.485,0.12373,False,0,0.006745,1.674948,0.768898
LOSAng__SNVAng,503,0.780655,22.795,0.0,0.062425,False,0,0.069805,0.780655,0.747807
NYCMng__WASHng,503,0.070537,5.379,0.0,0.010216,False,0,0.004481,0.070537,0.980528
SNVAng__STTLng,503,0.922596,64.596,1216.151,0.069282,False,0,0.023587,0.922596,0.83265
ATLAM5__ATLAng,504,0.729435,18.48,0.0,0.067327,False,0,0.012016,0.729435,0.860581
ATLAng__CHINng,504,0.438986,8.912,0.0,0.036156,False,0,0.012346,0.438986,0.916693
ATLAng__HSTNng,504,1.45167,500.0,6464.567,0.126166,False,0,0.00644,1.45167,0.7651
ATLAng__IPLSng,504,,,,0.068827,True,0,0.009375,0.279224,0.431626
ATLAng__WASHng,504,0.72016,17.867,0.0,0.049588,False,1,0.036805,0.701752,0.725558
CHINng__IPLSng,504,0.869708,38.375,691.505,0.064985,False,0,0.04445,0.869708,0.796541
CHINng__NYCMng,504,0.68751,16.001,0.0,0.050293,False,0,0.012903,0.68751,0.889756
DNVRng__KSCYng,504,0.631913,13.584,0.0,0.049934,False,0,0.176827,0.631913,0.54517
DNVRng__SNVAng,504,,,,0.0464,True,0,0.059993,0.203527,0.365889
HSTNng__KSCYng,504,,,,0.115841,True,0,0.106512,1.413919,0.141369
IPLSng__KSCYng,504,,,,0.071196,True,0,0.034566,1.073479,0.374254
KSCYng__SNVAng,504,1.655151,500.0,8483.097,0.121314,False,0,0.042722,1.655151,0.697528
LOSAng__SNVAng,504,0.763092,21.105,0.0,0.060725,False,0,0.027146,0.763092,0.840749
NYCMng__WASHng,504,0.070537,5.379,0.0,0.011214,False,1,0.035878,0.07873,0.797441
SNVAng__STTLng,504,,,,0.062417,True,0,0.021055,0.82773,0.418709
ATLAM5__ATLAng,505,0.765034,21.28,0.0,0.072523,False,0,0.083493,0.765034,0.700575
ATLAng__CHINng,505,0.419731,8.617,0.0,0.035725,False,0,0.096299,0.419731,0.740665
ATLAng__HSTNng,505,1.655526,500.0,8486.821,0.1392,False,0,0.12436,1.655526,0.492996
ATLAng__IPLSng,505,,,,0.072277,True,0,0.049776,0.5184,0.340251
ATLAng__WASHng,505,,,,0.053004,True,0,0.050421,0.692662,0.374016
CHINng__IPLSng,505,0.866807,37.54,662.725,0.062553,False,0,0.05614,0.866807,0.776352
CHINng__NYCMng,505,0.656082,14.538,0.0,0.055202,False,0,0.03136,0.656082,0.841938
DNVRng__KSCYng,505,0.62039,13.171,0.0,0.044517,False,0,0.146382,0.62039,0.619161
DNVRng__SNVAng,505,,,,0.047496,True,0,0.000279,0.211532,0.489657
HSTNng__KSCYng,505,,,,0.120887,True,0,0.151742,1.360315,0.05
IPLSng__KSCYng,505,1.056151,500.0,2541.021,0.072975,False,0,0.008286,1.056151,0.858145
KSCYng__SNVAng,505,1.630849,500.0,8242.024,0.127707,False,0,0.036923,1.630849,0.69809
LOSAng__SNVAng,505,0.763444,21.137,0.0,0.059971,False,0,0.000628,0.763444,0.897973
NYCMng__WASHng,505,0.073482,5.397,0.0,0.011208,False,0,0.074784,0.073482,0.830655
SNVAng__STTLng,505,,,,0.06728,True,0,0.038758,0.834126,0.372562
ATLAM5__ATLAng,506,0.783367,23.08,0.0,0.076385,False,0,0.037195,0.783367,0.791046
ATLAng__CHINng,506,0.419731,8.617,0.0,0.038874,False,1,0.089362,0.41498,0.634392
ATLAng__HSTNng,506,1.430618,500.0,6255.73,0.146629,False,0,0.011,1.430618,0.718205
ATLAng__IPLSng,506,,,,0.073288,True,0,0.002732,0.294714,0.437488
ATLAng__WASHng,506,0.69223,16.246,0.0,0.053119,False,0,0.094948,0.69223,0.71181
CHINng__IPLSng,506,,,,0.055253,True,0,0.030192,0.854555,0.41252
CHINng__NYCMng,506,0.680704,15.659,0.0,0.057214,False,0,0.019174,0.680704,0.863937
DNVRng__KSCYng,506,0.563525,11.455,0.0,0.046412,False,0,0.069595,0.563525,0.77743
DNVRng__SNVAng,506,0.197714,6.232,0.0,0.049397,False,0,0.072364,0.197714,0.766159
HSTNng__KSCYng,506,,,,0.126312,True,0,0.021859,1.370936,0.300577
IPLSng__KSCYng,506,1.056151,500.0,2541.021,0.071332,False,1,0.049955,1.07761,0.658238
KSCYng__SNVAng,506,1.638876,500.0,8321.651,0.136878,False,0,0.04324,1.638876,0.668073
LOSAng__SNVAng,506,,,,0.06064,True,1,0.005042,0.77018,0.340528
NYCMng__WASHng,506,0.068964,5.37,0.0,0.011391,False,0,0.044293,0.068964,0.894539
SNVAng__STTLng,506,0.857685,35.133,572.234,0.073721,False,0,0.054472,0.857685,0.759514
ATLAM5__ATLAng,507,0.795545,24.455,0.0,0.077463,False,0,0.041635,0.795545,0.779729
ATLAng__CHINng,507,0.417344,8.581,0.0,0.04101,False,0,0.0217,0.417344,0.888146
ATLAng__HSTNng,507,,,,0.157674,True,0,0.03697,1.403247,0.211596
ATLAng__IPLSng,507,0.281909,6.963,0.0,0.073046,False,0,0.039631,0.281909,0.792
ATLAng__WASHng,507,0.690183,16.139,0.0,0.059011,False,0,0.021512,0.690183,0.855739
CHINng__IPLSng,507,0.809669,26.27,95.917,0.059433,False,0,0.030996,0.809669,0.834994
CHINng__NYCMng,507,0.661699,14.78,0.0,0.054925,False,0,0.010774,0.661699,0.885798
DNVRng__KSCYng,507,0.597141,12.411,0.0,0.056166,False,0,0.045259,0.597141,0.810909
DNVRng__SNVAng,507,0.179798,6.096,0.0,0.050132,False,0,0.047188,0.179798,0.817842
HSTNng__KSCYng,507,1.341762,500.0,5374.276,0.135832,False,0,0.027852,1.341762,0.702389
IPLSng__KSCYng,507,1.030751,500.0,2289.049,0.077145,False,0,0.059157,1.030751,0.743406
KSCYng__SNVAng,507,1.580259,500.0,7740.172,0.140136,False,0,0.070939,1.580259,0.6038
LOSAng__SNVAng,507,0.699988,16.666,0.0,0.064524,False,0,0.007382,0.699988,0.87545
NYCMng__WASHng,507,0.07163,5.386,0.0,0.005434,False,0,0.067891,0.07163,0.855696
SNVAng__STTLng,507,0.832151,29.789,318.934,0.069007,False,0,0.008416,0.832151,0.865102
ATLAM5__ATLAng,508,0.683964,15.821,0.0,0.078736,False,0,0.007156,0.683964,0.850026
ATLAng__CHINng,508,0.397654,8.301,0.0,0.04154,False,0,0.074779,0.397654,0.775391
ATLAng__HSTNng,508,1.301353,500.0,4973.423,0.161549,False,0,0.025727,1.301353,0.66
ATLAng__IPLSng,508,0.246489,6.636,0.0,0.074693,False,0,0.06592,0.246489,0.73363
ATLAng__WASHng,508,0.656309,14.548,0.0,0.056168,False,0,0.021245,0.656309,0.86148
CHINng__IPLSng,508,0.809669,26.27,95.917,0.057947,False,1,0.068573,0.816331,0.643418
CHINng__NYCMng,508,0.633858,13.656,0.0,0.056883,False,0,0.019057,0.633858,0.864786
DNVRng__KSCYng,508,0.566613,11.537,0.0,0.053613,False,0,0.071648,0.566613,0.759983
DNVRng__SNVAng,508,0.19955,6.246,0.0,0.070423,False,0,0.004935,0.19955,0.869853
HSTNng__KSCYng,508,1.28505,500.0,4811.694,0.13114,False,0,0.10689,1.28505,0.544478
IPLSng__KSCYng,508,0.97609,209.114,1746.809,0.078496,False,0,0.028397,0.97609,0.805728
KSCYng__SNVAng,508,1.48204,500.0,6765.836,0.139619,False,0,0.019684,1.48204,0.71269
LOSAng__SNVAng,508,0.665497,14.948,0.0,0.064426,False,0,0.121818,0.665497,0.634614
NYCMng__WASHng,508,0.07163,5.386,0.0,0.005552,False,1,0.025003,0.063121,0.830665
SNVAng__STTLng,508,0.759539,20.793,0.0,0.078855,False,0,0.057543,0.759539,0.743689
ATLAM5__ATLAng,509,0.706622,17.043,0.0,0.056195,False,0,0.039352,0.706622,0.823297
ATLAng__CHINng,509,,,,0.043471,True,1,0.063922,0.370515,0.247811
ATLAng__HSTNng,509,1.285187,500.0,4813.06,0.144691,False,0,0.066641,1.285187,0.604551
ATLAng__IPLSng,509,,,,0.077073,True,0,0.043282,0.262674,0.345187
ATLAng__WASHng,509,0.632149,13.592,0.0,0.047762,False,0,0.00102,0.632149,0.919395
CHINng__IPLSng,509,0.772081,21.938,0.0,0.058922,False,0,0.014373,0.772081,0.870936
CHINng__NYCMng,509,0.593273,12.293,0.0,0.057399,False,0,0.039453,0.593273,0.820889
DNVRng__KSCYng,509,0.548444,11.073,0.0,0.051673,False,0,0.087427,0.548444,0.730287
DNVRng__SNVAng,509,0.363309,7.853,0.0,0.071812,False,0,0.08018,0.363309,0.708848
HSTNng__KSCYng,509,1.254127,500.0,4504.942,0.091195,False,0,0.025962,1.254127,0.787715
IPLSng__KSCYng,509,1.001134,500.0,1995.254,0.080325,False,0,0.029862,1.001134,0.799309
KSCYng__SNVAng,509,1.55037,500.0,7443.672,0.109868,False,0,0.021494,1.55037,0.763096
LOSAng__SNVAng,509,0.71,17.241,0.0,0.050378,False,0,0.012836,0.71,0.889741
NYCMng__WASHng,509,0.05884,5.313,0.0,0.00685,False,0,0.001451,0.05884,0.993044
SNVAng__STTLng,509,0.819699,27.731,195.417,0.086659,False,0,0.003124,0.819699,0.84408
ATLAM5__ATLAng,510,0.688769,16.065,0.0,0.053399,False,0,0.01487,0.688769,0.879955
ATLAng__CHINng,510,0.432255,8.807,0.0,0.034807,False,0,0.05005,0.432255,0.839741
ATLAng__HSTNng,510,1.263733,500.0,4600.227,0.13019,False,0,0.049987,1.263733,0.666052
ATLAng__IPLSng,510,,,,0.07936,True,0,0.029976,0.234358,0.369044
ATLAng__WASHng,510,0.628942,13.475,0.0,0.044367,False,0,0.009299,0.628942,0.908146
CHINng__IPLSng,510,0.776524,22.374,0.0,0.063426,False,0,0.048038,0.776524,0.791825
CHINng__NYCMng,510,0.593981,12.315,0.0,0.054872,False,0,0.020124,0.593981,0.866203
DNVRng__KSCYng,510,0.527204,10.575,0.0,0.054605,False,0,0.069837,0.527204,0.76199
DNVRng__SNVAng,510,0.187793,6.156,0.0,0.072821,False,0,0.024308,0.187793,0.824681
HSTNng__KSCYng,510,1.232335,500.0,4288.768,0.079475,False,0,0.100867,1.232335,0.651315
IPLSng__KSCYng,510,0.969002,161.302,1676.501,0.084093,False,0,0.108085,0.969002,0.627697
KSCYng__SNVAng,510,1.470233,500.0,6648.708,0.099724,False,0,0.007877,1.470233,0.810259
LOSAng__SNVAng,510,0.687997,16.025,0.0,0.045144,False,0,0.076808,0.687997,0.764548
NYCMng__WASHng,510,0.075247,5.407,0.0,0.010452,False,0,0.002277,0.075247,0.98474
SNVAng__STTLng,510,0.750271,20.022,0.0,0.079801,False,0,0.098074,0.750271,0.656604
ATLAM5__ATLAng,511,0.665696,14.956,0.0,0.057173,False,0,0.005086,0.665696,0.893682
ATLAng__CHINng,511,0.36249,7.843,0.0,0.035473,False,0,0.051659,0.36249,0.835139
ATLAng__HSTNng,511,,,,0.145428,True,0,0.101794,1.280874,0.097386
ATLAng__IPLSng,511,,,,0.081614,True,0,0.053028,0.262465,0.316387
ATLAng__WASHng,511,0.628918,13.474,0.0,0.056136,False,0,0.022014,0.628918,0.85992
CHINng__IPLSng,511,0.754504,20.367,0.0,0.065898,False,0,0.039038,0.754504,0.806275
CHINng__NYCMng,511,0.563226,11.448,0.0,0.055426,False,0,0.023153,0.563226,0.858816
DNVRng__KSCYng,511,0.523396,10.491,0.0,0.055696,False,0,0.127806,0.523396,0.637912
DNVRng__SNVAng,511,0.169217,6.018,0.0,0.073384,False,0,0.031942,0.169217,0.807578
HSTNng__KSCYng,511,1.227838,500.0,4244.15,0.092565,False,0,0.036204,1.227838,0.763647
IPLSng__KSCYng,511,0.912482,57.131,1115.82,0.089354,False,0,0.011992,0.912482,0.820491
KSCYng__SNVAng,511,,,,0.117902,True,0,0.029324,1.391639,0.300178
LOSAng__SNVAng,511,0.660428,14.724,0.0,0.049224,False,0,0.072015,0.660428,0.767209
NYCMng__WASHng,511,0.066105,5.354,0.0,0.010652,False,0,0.069318,0.066105,0.843183
SNVAng__STTLng,511,,,,0.089362,True,0,0.013346,0.70061,0.385841
ATLAM5__ATLAng,512,0.705034,16.951,0.0,0.074813,False,0,0.028794,0.705034,0.811604
ATLAng__CHINng,512,0.362032,7.837,0.0,0.034649,False,0,0.032572,0.362032,0.876841
ATLAng__HSTNng,512,,,,0.115209,True,0,0.028958,1.182268,0.305858
ATLAng__IPLSng,512,,,,0.02905,True,0,0.048409,0.29092,0.421904
ATLAng__WASHng,512,,,,0.062457,True,0,0.064894,0.579779,0.326305
CHINng__IPLSng,512,,,,0.061826,True,0,0.020032,0.740921,0.421939
CHINng__NYCMng,512,0.592379,12.266,0.0,0.055389,False,0,0.091924,0.592379,0.714045
DNVRng__KSCYng,512,0.469354,9.422,0.0,0.052027,False,0,0.015948,0.469354,0.880183
DNVRng__SNVAng,512,0.184613,6.132,0.0,0.075304,False,0,0.061271,0.184613,0.74231
HSTNng__KSCYng,512,1.227838,500.0,4244.15,0.1087,False,1,0.020447,1.147181,0.652287
IPLSng__KSCYng,512,0.912482,57.131,1115.82,0.088934,False,1,0.032149,0.886192,0.663663
KSCYng__SNVAng,512,,,,0.131624,True,0,0.004395,1.399874,0.327675
LOSAng__SNVAng,512,0.653569,14.433,0.0,0.05404,False,0,0.0565,0.653569,0.791108
NYCMng__WASHng,512,0.065661,5.351,0.0,0.011272,False,0,0.000643,0.065661,0.986688
SNVAng__STTLng,512,0.77463,22.186,0.0,0.099884,False,0,0.059162,0.77463,0.701957
ATLAM5__ATLAng,513,0.705034,16.951,0.0,0.077993,False,1,0.144995,0.6563,0.445936
ATLAng__CHINng,513,0.34795,7.668,0.0,0.038211,False,0,0.093335,0.34795,0.742376
ATLAng__HSTNng,513,1.253102,500.0,4494.774,0.113493,False,0,0.000844,1.253102,0.799981
ATLAng__IPLSng,513,0.241058,6.588,0.0,0.026519,False,0,0.091922,0.241058,0.76666
ATLAng__WASHng,513,0.62739,13.419,0.0,0.072621,False,0,0.009222,0.62739,0.856819
CHINng__IPLSng,513,,,,0.058026,True,0,0.108674,0.719779,0.242175
CHINng__NYCMng,513,0.551544,11.149,0.0,0.052256,False,0,0.062862,0.551544,0.780962
DNVRng__KSCYng,513,0.541913,10.915,0.0,0.051712,False,0,0.060456,0.541913,0.787018
DNVRng__SNVAng,513,,,,0.076914,True,0,0.039815,0.383035,0.35278
HSTNng__KSCYng,513,1.271907,500.0,4681.315,0.109825,False,0,0.048867,1.271907,0.705523
IPLSng__KSCYng,513,0.881361,42.145,807.1,0.079866,False,0,0.007725,0.881361,0.846769
KSCYng__SNVAng,513,1.435163,500.0,6300.814,0.117504,False,0,0.073483,1.435163,0.639685
LOSAng__SNVAng,513,0.640085,13.892,0.0,0.044398,False,0,0.004938,0.640085,0.917274
NYCMng__WASHng,513,0.065152,5.348,0.0,0.011241,False,0,0.000824,0.065152,0.986362
SNVAng__STTLng,513,0.983789,308.436,1823.189,0.101701,False,0,0.007171,0.983789,0.808145
ATLAM5__ATLAng,514,,,,0.068222,True,0,0.034916,0.642873,0.378937
ATLAng__CHINng,514,0.34752,7.663,0.0,0.037027,False,0,0.02123,0.34752,0.896395
ATLAng__HSTNng,514,1.219157,500.0,4158.041,0.104163,False,0,0.026782,1.219157,0.762354
ATLAng__IPLSng,514,0.225,6.452,0.0,0.024091,False,0,0.087185,0.225,0.781061
ATLAng__WASHng,514,0.62739,13.419,0.0,0.076738,False,1,0.030635,0.574902,0.689077
CHINng__IPLSng,514,,,,0.056447,True,0,0.045551,0.706192,0.377997
CHINng__NYCMng,514,0.563488,11.454,0.0,0.047533,False,0,0.026267,0.563488,0.86664
DNVRng__KSCYng,514,0.494605,9.893,0.0,0.045704,False,0,0.01926,0.494605,0.88473
DNVRng__SNVAng,514,0.177335,6.078,0.0,0.079006,False,0,0.040309,0.177335,0.779711
HSTNng__KSCYng,514,1.184016,500.0,3809.435,0.103886,False,0,0.00383,1.184016,0.8112
IPLSng__KSCYng,514,0.857987,35.208,575.228,0.073818,False,0,0.053723,0.857987,0.760914
KSCYng__SNVAng,514,1.386685,500.0,5819.911,0.117263,False,0,0.042785,1.386685,0.704777
LOSAng__SNVAng,514,0.640085,13.892,0.0,0.044498,False,1,0.037812,0.684027,0.732714
NYCMng__WASHng,514,0.054801,5.29,0.0,0.012031,False,0,0.029357,0.054801,0.924829
SNVAng__STTLng,514,,,,0.107894,True,0,0.065476,0.68082,0.242278
ATLAM5__ATLAng,515,,,,0.076732,True,0,0.012648,0.639122,0.410327
ATLAng__CHINng,515,0.353179,7.73,0.0,0.035414,False,0,0.019882,0.353179,0.902173
ATLAng__HSTNng,515,1.219157,500.0,4158.041,0.112115,False,1,0.016004,1.300038,0.655422
ATLAng__IPLSng,515,0.218765,6.4,0.0,0.024748,False,0,0.03548,0.218765,0.888759
ATLAng__WASHng,515,0.687843,16.018,0.0,0.079924,False,0,0.029554,0.687843,0.80069
CHINng__IPLSng,515,,,,0.051384,True,0,0.035994,0.682066,0.407351
CHINng__NYCMng,515,0.519581,10.408,0.0,0.039997,False,0,0.060705,0.519581,0.807842
DNVRng__KSCYng,515,0.461525,9.285,0.0,0.044051,False,0,0.073929,0.461525,0.772606
DNVRng__SNVAng,515,0.17935,6.093,0.0,0.079787,False,0,0.013582,0.17935,0.834577
HSTNng__KSCYng,515,,,,0.116199,True,1,0.000341,1.259681,0.249181
IPLSng__KSCYng,515,,,,0.075534,True,0,0.035919,0.856153,0.363499
KSCYng__SNVAng,515,1.474085,500.0,6686.926,0.133219,False,0,0.083151,1.474085,0.590686
LOSAng__SNVAng,515,0.676826,15.472,0.0,0.056557,False,0,0.040157,0.676826,0.820942
NYCMng__WASHng,515,0.094953,5.525,0.0,0.012834,False,0,0.011244,0.094953,0.961514
SNVAng__STTLng,515,,,,0.116294,True,0,0.019942,0.831333,0.322868
ATLAM5__ATLAng,516,0.778503,22.574,0.0,0.077435,False,0,0.075667,0.778503,0.708107
ATLAng__CHINng,516,0.324415,7.401,0.0,0.035968,False,0,0.023137,0.324415,0.894309
ATLAng__HSTNng,516,1.067246,500.0,2651.08,0.113522,False,0,0.020757,1.067246,0.757988
ATLAng__IPLSng,516,,,,0.024301,True,0,0.095479,0.213725,0.331425
ATLAng__WASHng,516,0.776772,22.399,0.0,0.084881,False,0,0.005521,0.776772,0.842272
CHINng__IPLSng,516,,,,0.052057,True,0,0.015636,0.657563,0.449001
CHINng__NYCMng,516,0.510144,10.207,0.0,0.041171,False,0,0.004779,0.510144,0.923489
DNVRng__KSCYng,516,0.461525,9.285,0.0,0.038716,False,1,0.008515,0.436004,0.804953
DNVRng__SNVAng,516,,,,0.063598,True,0,0.05531,0.185153,0.34441
