link_id,time_index,utilization,latency_proxy,queue_proxy
SNVAng__STTLng,136,1.603295,500.0,7968.687
ATLAM5__ATLAng,137,1.391797,500.0,5870.63
ATLAng__CHINng,137,0.798809,24.852,0.0
ATLAng__HSTNng,137,2.612734,500.0,17982.318
ATLAng__IPLSng,137,0.519578,10.408,0.0
ATLAng__WASHng,137,1.29535,500.0,4913.872
CHINng__IPLSng,137,1.661421,500.0,8545.296
CHINng__NYCMng,137,1.284577,500.0,4807.001
DNVRng__KSCYng,137,1.098321,500.0,2959.346
DNVRng__SNVAng,137,0.375042,8.001,0.0
HSTNng__KSCYng,137,2.561035,500.0,17469.469
IPLSng__KSCYng,137,1.974215,500.0,11648.212
KSCYng__SNVAng,137,3.04745,500.0,22294.704
LOSAng__SNVAng,137,1.395113,500.0,5903.523
NYCMng__WASHng,137,0.127528,5.731,0.0
SNVAng__STTLng,137,1.599714,500.0,7933.16
ATLAM5__ATLAng,138,1.431702,500.0,6266.486
ATLAng__CHINng,138,0.816432,27.238,163.004
ATLAng__HSTNng,138,2.664654,500.0,18497.365
ATLAng__IPLSng,138,0.589894,12.192,0.0
ATLAng__WASHng,138,1.341315,500.0,5369.842
CHINng__IPLSng,138,1.641711,500.0,8349.774
CHINng__NYCMng,138,1.277956,500.0,4741.325
DNVRng__KSCYng,138,1.130667,500.0,3280.22
DNVRng__SNVAng,138,0.372138,7.964,0.0
HSTNng__KSCYng,138,2.578963,500.0,17647.309
IPLSng__KSCYng,138,1.97523,500.0,11658.283
KSCYng__SNVAng,138,3.016783,500.0,21990.489
LOSAng__SNVAng,138,1.414331,500.0,6094.167
NYCMng__WASHng,138,0.134578,5.778,0.0
SNVAng__STTLng,138,1.566168,500.0,7600.388
ATLAM5__ATLAng,139,1.386701,500.0,5820.075
ATLAng__CHINng,139,0.774509,22.174,0.0
ATLAng__HSTNng,139,2.694798,500.0,18796.396
ATLAng__IPLSng,139,0.535374,10.761,0.0
ATLAng__WASHng,139,1.317208,500.0,5130.705
CHINng__IPLSng,139,1.619054,500.0,8125.013
CHINng__NYCMng,139,1.254353,500.0,4507.178
DNVRng__KSCYng,139,1.12413,500.0,3215.365
DNVRng__SNVAng,139,0.380033,8.065,0.0
HSTNng__KSCYng,139,2.623393,500.0,18088.056
IPLSng__KSCYng,139,1.97411,500.0,11647.174
KSCYng__SNVAng,139,3.11155,500.0,22930.576
LOSAng__SNVAng,139,1.466887,500.0,6615.514
NYCMng__WASHng,139,0.138876,5.806,0.0
SNVAng__STTLng,139,1.619161,500.0,8126.073
ATLAM5__ATLAng,140,1.451501,500.0,6462.894
ATLAng__CHINng,140,0.78556,23.317,0.0
ATLAng__HSTNng,140,2.68355,500.0,18684.821
ATLAng__IPLSng,140,0.576779,11.814,0.0
ATLAng__WASHng,140,1.369875,500.0,5653.156
CHINng__IPLSng,140,1.65042,500.0,8436.163
CHINng__NYCMng,140,1.299376,500.0,4953.812
DNVRng__KSCYng,140,1.110327,500.0,3078.441
DNVRng__SNVAng,140,0.382138,8.092,0.0
HSTNng__KSCYng,140,2.586387,500.0,17720.961
IPLSng__KSCYng,140,2.007901,500.0,11982.374
KSCYng__SNVAng,140,3.100454,500.0,22820.505
LOSAng__SNVAng,140,1.469513,500.0,6641.567
NYCMng__WASHng,140,0.129035,5.741,0.0
SNVAng__STTLng,140,1.605741,500.0,7992.951
ATLAM5__ATLAng,141,1.406668,500.0,6018.142
ATLAng__CHINng,141,1.085756,500.0,2834.7
ATLAng__HSTNng,141,2.984946,500.0,21674.667
ATLAng__IPLSng,141,0.531896,10.681,0.0
ATLAng__WASHng,141,1.314504,500.0,5103.883
CHINng__IPLSng,141,1.645016,500.0,8382.561
CHINng__NYCMng,141,1.568699,500.0,7625.494
DNVRng__KSCYng,141,1.136288,500.0,3335.973
DNVRng__SNVAng,141,0.415928,8.561,0.0
HSTNng__KSCYng,141,2.630941,500.0,18162.935
IPLSng__KSCYng,141,2.001792,500.0,11921.778
KSCYng__SNVAng,141,3.1235,500.0,23049.116
LOSAng__SNVAng,141,1.436329,500.0,6312.379
NYCMng__WASHng,141,0.141009,5.821,0.0
SNVAng__STTLng,141,1.654025,500.0,8471.929
ATLAM5__ATLAng,142,1.427932,500.0,6229.089
ATLAng__CHINng,142,0.771143,21.848,0.0
ATLAng__HSTNng,142,2.715358,500.0,19000.347
ATLAng__IPLSng,142,0.532482,10.695,0.0
ATLAng__WASHng,142,1.336367,500.0,5320.761
CHINng__IPLSng,142,1.615925,500.0,8093.978
CHINng__NYCMng,142,1.228461,500.0,4250.333
DNVRng__KSCYng,142,1.172204,500.0,3692.26
DNVRng__SNVAng,142,0.391078,8.211,0.0
HSTNng__KSCYng,142,2.642515,500.0,18277.747
IPLSng__KSCYng,142,2.020744,500.0,12109.783
KSCYng__SNVAng,142,3.070193,500.0,22520.31
LOSAng__SNVAng,142,1.455424,500.0,6501.803
NYCMng__WASHng,142,0.141771,5.826,0.0
SNVAng__STTLng,142,1.616453,500.0,8099.214
ATLAM5__ATLAng,143,1.40089,500.0,5960.827
ATLAng__CHINng,143,0.794751,24.361,0.0
ATLAng__HSTNng,143,2.669228,500.0,18542.738
ATLAng__IPLSng,143,0.514235,10.293,0.0
ATLAng__WASHng,143,1.32649,500.0,5222.782
CHINng__IPLSng,143,1.579408,500.0,7731.726
CHINng__NYCMng,143,1.231963,500.0,4285.074
DNVRng__KSCYng,143,1.136798,500.0,3341.038
DNVRng__SNVAng,143,0.374609,7.995,0.0
HSTNng__KSCYng,143,2.591297,500.0,17769.67
IPLSng__KSCYng,143,1.924718,500.0,11157.201
KSCYng__SNVAng,143,3.29651,500.0,24765.382
LOSAng__SNVAng,143,1.396123,500.0,5913.543
NYCMng__WASHng,143,0.132394,5.763,0.0
SNVAng__STTLng,143,1.59817,500.0,7917.842
ATLAM5__ATLAng,144,1.396526,500.0,5917.542
ATLAng__CHINng,144,0.776654,22.387,0.0
ATLAng__HSTNng,144,2.697216,500.0,18820.384
ATLAng__IPLSng,144,0.535805,10.771,0.0
ATLAng__WASHng,144,1.320979,500.0,5168.115
CHINng__IPLSng,144,1.621707,500.0,8151.332
CHINng__NYCMng,144,1.261968,500.0,4582.725
DNVRng__KSCYng,144,1.129697,500.0,3270.593
DNVRng__SNVAng,144,0.385253,8.133,0.0
HSTNng__KSCYng,144,2.625887,500.0,18112.802
IPLSng__KSCYng,144,2.014722,500.0,12050.044
KSCYng__SNVAng,144,3.154792,500.0,23359.536
LOSAng__SNVAng,144,1.478056,500.0,6726.319
NYCMng__WASHng,144,0.132167,5.761,0.0
SNVAng__STTLng,144,1.609951,500.0,8034.713
ATLAM5__ATLAng,145,1.458963,500.0,6536.912
ATLAng__CHINng,145,0.804182,25.534,41.489
ATLAng__HSTNng,145,2.724533,500.0,19091.371
ATLAng__IPLSng,145,0.525446,10.536,0.0
ATLAng__WASHng,145,1.326783,500.0,5225.684
CHINng__IPLSng,145,1.600197,500.0,7937.951
CHINng__NYCMng,145,1.278332,500.0,4745.058
DNVRng__KSCYng,145,1.109168,500.0,3066.946
DNVRng__SNVAng,145,0.386561,8.151,0.0
HSTNng__KSCYng,145,2.648691,500.0,18339.018
IPLSng__KSCYng,145,1.953976,500.0,11447.442
KSCYng__SNVAng,145,3.102267,500.0,22838.49
LOSAng__SNVAng,145,1.449004,500.0,6438.122
NYCMng__WASHng,145,0.132355,5.763,0.0
SNVAng__STTLng,145,1.604837,500.0,7983.982
ATLAM5__ATLAng,146,1.401824,500.0,5970.095
ATLAng__CHINng,146,0.792555,24.103,0.0
ATLAng__HSTNng,146,2.64942,500.0,18346.247
ATLAng__IPLSng,146,0.533531,10.719,0.0
ATLAng__WASHng,146,1.292169,500.0,4882.316
CHINng__IPLSng,146,1.62378,500.0,8171.898
CHINng__NYCMng,146,1.281436,500.0,4775.846
DNVRng__KSCYng,146,1.111824,500.0,3093.289
DNVRng__SNVAng,146,0.38504,8.131,0.0
HSTNng__KSCYng,146,2.566747,500.0,17526.13
IPLSng__KSCYng,146,1.974087,500.0,11646.948
KSCYng__SNVAng,146,3.074456,500.0,22562.608
LOSAng__SNVAng,146,1.426568,500.0,6215.553
NYCMng__WASHng,146,0.132193,5.762,0.0
SNVAng__STTLng,146,1.613671,500.0,8071.621
ATLAM5__ATLAng,147,1.421424,500.0,6164.522
ATLAng__CHINng,147,0.765254,21.3,0.0
ATLAng__HSTNng,147,2.722618,500.0,19072.367
ATLAng__IPLSng,147,0.539489,10.857,0.0
ATLAng__WASHng,147,1.361717,500.0,5572.236
CHINng__IPLSng,147,1.60831,500.0,8018.439
CHINng__NYCMng,147,1.269302,500.0,4655.473
DNVRng__KSCYng,147,1.113078,500.0,3105.737
DNVRng__SNVAng,147,0.400685,8.343,0.0
HSTNng__KSCYng,147,2.640227,500.0,18255.055
IPLSng__KSCYng,147,1.954587,500.0,11453.5
KSCYng__SNVAng,147,3.089923,500.0,22716.04
LOSAng__SNVAng,147,1.422741,500.0,6177.59
NYCMng__WASHng,147,0.143444,5.837,0.0
SNVAng__STTLng,147,1.595116,500.0,7887.554
ATLAM5__ATLAng,148,1.379148,500.0,5745.149
ATLAng__CHINng,148,0.789286,23.729,0.0
ATLAng__HSTNng,148,3.173493,500.0,23545.049
ATLAng__IPLSng,148,0.535203,10.757,0.0
ATLAng__WASHng,148,1.34742,500.0,5430.405
CHINng__IPLSng,148,1.603247,500.0,7968.207
CHINng__NYCMng,148,1.235964,500.0,4324.765
DNVRng__KSCYng,148,1.613775,500.0,8072.649
DNVRng__SNVAng,148,0.386372,8.148,0.0
HSTNng__KSCYng,148,3.06353,500.0,22454.214
IPLSng__KSCYng,148,1.964681,500.0,11553.635
KSCYng__SNVAng,148,3.053715,500.0,22356.853
LOSAng__SNVAng,148,1.431393,500.0,6263.422
NYCMng__WASHng,148,0.130232,5.749,0.0
SNVAng__STTLng,148,1.600181,500.0,7937.799
ATLAM5__ATLAng,149,1.427388,500.0,6223.691
ATLAng__CHINng,149,0.782925,23.034,0.0
ATLAng__HSTNng,149,2.731022,500.0,19155.739
ATLAng__IPLSng,149,0.528027,10.594,0.0
ATLAng__WASHng,149,1.315924,500.0,5117.968
CHINng__IPLSng,149,1.58364,500.0,7773.706
CHINng__NYCMng,149,1.240453,500.0,4369.29
DNVRng__KSCYng,149,1.142583,500.0,3398.419
DNVRng__SNVAng,149,0.377427,8.031,0.0
HSTNng__KSCYng,149,2.594185,500.0,17798.313
IPLSng__KSCYng,149,1.999423,500.0,11898.276
KSCYng__SNVAng,149,3.043229,500.0,22252.829
LOSAng__SNVAng,149,1.399663,500.0,5948.656
NYCMng__WASHng,149,0.142067,5.828,0.0
SNVAng__STTLng,149,1.608363,500.0,8018.958
ATLAM5__ATLAng,150,1.384801,500.0,5801.221
ATLAng__CHINng,150,0.778139,22.537,0.0
ATLAng__HSTNng,150,2.683792,500.0,18687.215
ATLAng__IPLSng,150,0.51417,10.292,0.0
ATLAng__WASHng,150,1.30275,500.0,4987.28
CHINng__IPLSng,150,1.649368,500.0,8425.735
CHINng__NYCMng,150,1.299547,500.0,4955.505
DNVRng__KSCYng,150,1.115354,500.0,3128.307
DNVRng__SNVAng,150,0.642342,13.98,0.0
HSTNng__KSCYng,150,2.599321,500.0,17849.268
IPLSng__KSCYng,150,1.960795,500.0,11515.086
KSCYng__SNVAng,150,3.047233,500.0,22292.548
LOSAng__SNVAng,150,1.691692,500.0,8845.582
NYCMng__WASHng,150,0.145861,5.854,0.0
SNVAng__STTLng,150,1.593507,500.0,7871.592
ATLAM5__ATLAng,151,1.412191,500.0,6072.934
ATLAng__CHINng,151,0.791221,23.949,0.0
ATLAng__HSTNng,151,2.683367,500.0,18683.002
ATLAng__IPLSng,151,0.518165,10.377,0.0
ATLAng__WASHng,151,1.360952,500.0,5564.641
CHINng__IPLSng,151,1.627411,500.0,8207.913
CHINng__NYCMng,151,1.284981,500.0,4811.013
DNVRng__KSCYng,151,1.137474,500.0,3347.741
DNVRng__SNVAng,151,0.393757,8.248,0.0
HSTNng__KSCYng,151,2.618254,500.0,18037.079
IPLSng__KSCYng,151,1.997234,500.0,11876.565
KSCYng__SNVAng,151,3.100539,500.0,22821.351
LOSAng__SNVAng,151,1.42294,500.0,6179.566
NYCMng__WASHng,151,0.14072,5.819,0.0
SNVAng__STTLng,151,1.611157,500.0,8046.678
ATLAM5__ATLAng,152,1.387095,500.0,5823.978
ATLAng__CHINng,152,0.834547,30.22,342.702
ATLAng__HSTNng,152,2.665835,500.0,18509.082
ATLAng__IPLSng,152,0.529623,10.63,0.0
ATLAng__WASHng,152,1.366712,500.0,5621.78
CHINng__IPLSng,152,1.613854,500.0,8073.435
CHINng__NYCMng,152,1.275753,500.0,4719.47
DNVRng__KSCYng,152,1.130652,500.0,3280.068
DNVRng__SNVAng,152,0.378673,8.047,0.0
HSTNng__KSCYng,152,2.593428,500.0,17790.807
IPLSng__KSCYng,152,1.972637,500.0,11632.559
KSCYng__SNVAng,152,3.053505,500.0,22354.766
LOSAng__SNVAng,152,1.432049,500.0,6269.926
NYCMng__WASHng,152,0.133359,5.769,0.0
SNVAng__STTLng,152,1.63436,500.0,8276.852
ATLAM5__ATLAng,153,1.417681,500.0,6127.396
ATLAng__CHINng,153,0.800125,25.016,1.237
ATLAng__HSTNng,153,2.627531,500.0,18129.106
ATLAng__IPLSng,153,0.53376,10.724,0.0
ATLAng__WASHng,153,1.307121,500.0,5030.638
CHINng__IPLSng,153,1.615128,500.0,8086.072
CHINng__NYCMng,153,1.239737,500.0,4362.187
DNVRng__KSCYng,153,1.14264,500.0,3398.987
DNVRng__SNVAng,153,0.394637,8.26,0.0
HSTNng__KSCYng,153,2.543618,500.0,17296.689
IPLSng__KSCYng,153,1.945251,500.0,11360.887
KSCYng__SNVAng,153,2.956239,500.0,21389.894
LOSAng__SNVAng,153,1.371969,500.0,5673.936
NYCMng__WASHng,153,0.140729,5.819,0.0
SNVAng__STTLng,153,1.595101,500.0,7887.406
ATLAM5__ATLAng,154,1.393907,500.0,5891.557
ATLAng__CHINng,154,0.774387,22.162,0.0
ATLAng__HSTNng,154,2.704443,500.0,18892.075
ATLAng__IPLSng,154,0.530748,10.655,0.0
ATLAng__WASHng,154,1.337217,500.0,5329.188
CHINng__IPLSng,154,1.626729,500.0,8201.15
CHINng__NYCMng,154,1.265178,500.0,4614.57
DNVRng__KSCYng,154,1.18813,500.0,3850.254
DNVRng__SNVAng,154,0.373567,7.982,0.0
HSTNng__KSCYng,154,2.619236,500.0,18046.826
IPLSng__KSCYng,154,1.994559,500.0,11850.022
KSCYng__SNVAng,154,3.041226,500.0,22232.967
LOSAng__SNVAng,154,1.433272,500.0,6282.062
NYCMng__WASHng,154,0.130889,5.753,0.0
SNVAng__STTLng,154,1.59239,500.0,7860.509
ATLAM5__ATLAng,155,1.419615,500.0,6146.579
ATLAng__CHINng,155,0.75548,20.448,0.0
ATLAng__HSTNng,155,2.744936,500.0,19293.762
ATLAng__IPLSng,155,0.537852,10.819,0.0
ATLAng__WASHng,155,1.348406,500.0,5440.186
CHINng__IPLSng,155,1.613942,500.0,8074.305
CHINng__NYCMng,155,1.241024,500.0,4374.962
DNVRng__KSCYng,155,1.169832,500.0,3668.736
DNVRng__SNVAng,155,0.382049,8.091,0.0
HSTNng__KSCYng,155,2.600515,500.0,17861.112
IPLSng__KSCYng,155,1.950816,500.0,11416.096
KSCYng__SNVAng,155,2.987504,500.0,21700.036
LOSAng__SNVAng,155,1.419088,500.0,6141.353
NYCMng__WASHng,155,0.133511,5.77,0.0
SNVAng__STTLng,155,1.56808,500.0,7619.358
ATLAM5__ATLAng,156,1.386484,500.0,5817.922
ATLAng__CHINng,156,0.761981,21.007,0.0
ATLAng__HSTNng,156,2.702313,500.0,18870.948
ATLAng__IPLSng,156,0.576301,11.801,0.0
ATLAng__WASHng,156,1.318757,500.0,5146.069
CHINng__IPLSng,156,1.637736,500.0,8310.342
CHINng__NYCMng,156,1.255904,500.0,4522.571
DNVRng__KSCYng,156,1.125556,500.0,3229.513
DNVRng__SNVAng,156,0.367821,7.909,0.0
HSTNng__KSCYng,156,2.571621,500.0,17574.48
IPLSng__KSCYng,156,1.942873,500.0,11337.297
KSCYng__SNVAng,156,2.977063,500.0,21596.465
LOSAng__SNVAng,156,1.365606,500.0,5610.812
NYCMng__WASHng,156,0.126464,5.724,0.0
SNVAng__STTLng,156,1.575531,500.0,7693.264
ATLAM5__ATLAng,157,1.359364,500.0,5548.892
ATLAng__CHINng,157,0.751337,20.108,0.0
ATLAng__HSTNng,157,2.606238,500.0,17917.878
ATLAng__IPLSng,157,0.567947,11.573,0.0
ATLAng__WASHng,157,1.331615,500.0,5273.618
CHINng__IPLSng,157,1.560267,500.0,7541.849
CHINng__NYCMng,157,1.202174,500.0,3989.565
DNVRng__KSCYng,157,1.110081,500.0,3076.002
DNVRng__SNVAng,157,0.391105,8.212,0.0
HSTNng__KSCYng,157,2.52207,500.0,17082.93
IPLSng__KSCYng,157,1.907902,500.0,10990.385
KSCYng__SNVAng,157,2.967731,500.0,21503.894
LOSAng__SNVAng,157,1.403778,500.0,5989.474
NYCMng__WASHng,157,0.135315,5.782,0.0
SNVAng__STTLng,157,1.562979,500.0,7568.754
ATLAM5__ATLAng,158,1.374389,500.0,5697.938
ATLAng__CHINng,158,0.766942,21.454,0.0
ATLAng__HSTNng,158,2.618363,500.0,18038.165
ATLAng__IPLSng,158,0.547889,11.059,0.0
ATLAng__WASHng,158,1.329235,500.0,5250.013
CHINng__IPLSng,158,1.60393,500.0,7974.986
CHINng__NYCMng,158,1.232322,500.0,4288.636
DNVRng__KSCYng,158,1.118061,500.0,3155.168
DNVRng__SNVAng,158,0.378612,8.047,0.0
HSTNng__KSCYng,158,2.527717,500.0,17138.949
IPLSng__KSCYng,158,1.944022,500.0,11348.696
KSCYng__SNVAng,158,2.97551,500.0,21581.064
LOSAng__SNVAng,158,1.395657,500.0,5908.914
NYCMng__WASHng,158,0.131141,5.755,0.0
SNVAng__STTLng,158,1.539228,500.0,7333.144
ATLAM5__ATLAng,159,1.356752,500.0,5522.982
ATLAng__CHINng,159,0.754931,20.402,0.0
ATLAng__HSTNng,159,2.614827,500.0,18003.081
ATLAng__IPLSng,159,0.520985,10.438,0.0
ATLAng__WASHng,159,1.314206,500.0,5100.922
CHINng__IPLSng,159,1.565852,500.0,7597.25
CHINng__NYCMng,159,1.224449,500.0,4210.533
DNVRng__KSCYng,159,1.144013,500.0,3412.611
DNVRng__SNVAng,159,0.373484,7.981,0.0
HSTNng__KSCYng,159,2.57495,500.0,17607.501
IPLSng__KSCYng,159,1.98095,500.0,11715.027
KSCYng__SNVAng,159,3.069309,500.0,22511.548
LOSAng__SNVAng,159,1.47422,500.0,6688.266
NYCMng__WASHng,159,0.132992,5.767,0.0
SNVAng__STTLng,159,1.581228,500.0,7749.785
ATLAM5__ATLAng,160,1.394546,500.0,5897.893
ATLAng__CHINng,160,0.76226,21.031,0.0
ATLAng__HSTNng,160,2.629648,500.0,18150.108
ATLAng__IPLSng,160,0.527659,10.586,0.0
ATLAng__WASHng,160,1.297055,500.0,4930.783
CHINng__IPLSng,160,1.595396,500.0,7890.331
CHINng__NYCMng,160,1.23592,500.0,4324.324
DNVRng__KSCYng,160,1.111439,500.0,3089.472
DNVRng__SNVAng,160,0.380901,8.076,0.0
HSTNng__KSCYng,160,2.540952,500.0,17270.248
IPLSng__KSCYng,160,1.930402,500.0,11213.592
KSCYng__SNVAng,160,3.017896,500.0,22001.527
LOSAng__SNVAng,160,1.383285,500.0,5786.189
NYCMng__WASHng,160,0.126023,5.721,0.0
SNVAng__STTLng,160,1.608358,500.0,8018.91
ATLAM5__ATLAng,161,1.383052,500.0,5783.878
ATLAng__CHINng,161,0.771473,21.879,0.0
ATLAng__HSTNng,161,2.676829,500.0,18618.143
ATLAng__IPLSng,161,0.516163,10.334,0.0
ATLAng__WASHng,161,1.307174,500.0,5031.161
CHINng__IPLSng,161,1.578995,500.0,7727.633
CHINng__NYCMng,161,1.187859,500.0,3847.557
DNVRng__KSCYng,161,1.113494,500.0,3109.865
DNVRng__SNVAng,161,0.657497,14.598,0.0
HSTNng__KSCYng,161,2.579898,500.0,17656.592
IPLSng__KSCYng,161,1.981506,500.0,11720.541
KSCYng__SNVAng,161,2.994265,500.0,21767.105
LOSAng__SNVAng,161,1.415146,500.0,6102.253
NYCMng__WASHng,161,0.128277,5.736,0.0
SNVAng__STTLng,161,1.808552,500.0,10004.832
ATLAM5__ATLAng,162,1.345648,500.0,5412.823
ATLAng__CHINng,162,0.745106,19.616,0.0
ATLAng__HSTNng,162,2.564366,500.0,17502.514
ATLAng__IPLSng,162,0.507967,10.162,0.0
ATLAng__WASHng,162,1.246669,500.0,4430.957
CHINng__IPLSng,162,1.605169,500.0,7987.273
CHINng__NYCMng,162,1.217347,500.0,4140.085
DNVRng__KSCYng,162,1.075695,500.0,2734.899
DNVRng__SNVAng,162,0.370009,7.937,0.0
HSTNng__KSCYng,162,2.50331,500.0,16896.832
IPLSng__KSCYng,162,1.94024,500.0,11311.184
KSCYng__SNVAng,162,2.973667,500.0,21562.778
LOSAng__SNVAng,162,1.343431,500.0,5390.835
NYCMng__WASHng,162,0.128068,5.734,0.0
SNVAng__STTLng,162,1.571312,500.0,7651.419
ATLAM5__ATLAng,163,1.328448,500.0,5242.207
ATLAng__CHINng,163,0.775219,22.244,0.0
ATLAng__HSTNng,163,2.542773,500.0,17288.306
ATLAng__IPLSng,163,0.513312,10.274,0.0
ATLAng__WASHng,163,1.254125,500.0,4504.925
CHINng__IPLSng,163,1.554638,500.0,7486.012
CHINng__NYCMng,163,1.243353,500.0,4398.06
DNVRng__KSCYng,163,1.080605,500.0,2783.598
DNVRng__SNVAng,163,0.379461,8.058,0.0
HSTNng__KSCYng,163,2.529848,500.0,17160.088
IPLSng__KSCYng,163,1.910661,500.0,11017.754
KSCYng__SNVAng,163,2.948982,500.0,21317.902
LOSAng__SNVAng,163,1.392306,500.0,5875.675
NYCMng__WASHng,163,0.128735,5.739,0.0
SNVAng__STTLng,163,1.547278,500.0,7412.999
ATLAM5__ATLAng,164,1.318416,500.0,5142.691
ATLAng__CHINng,164,0.740062,19.235,0.0
ATLAng__HSTNng,164,2.532658,500.0,17187.963
ATLAng__IPLSng,164,0.510433,10.213,0.0
ATLAng__WASHng,164,1.259332,500.0,4556.571
CHINng__IPLSng,164,1.555857,500.0,7498.098
CHINng__NYCMng,164,1.188784,500.0,3856.734
DNVRng__KSCYng,164,1.0851,500.0,2828.19
DNVRng__SNVAng,164,0.371843,7.96,0.0
HSTNng__KSCYng,164,2.468966,500.0,16556.143
IPLSng__KSCYng,164,1.897812,500.0,10890.295
KSCYng__SNVAng,164,2.926093,500.0,21090.847
LOSAng__SNVAng,164,1.336436,500.0,5321.449
NYCMng__WASHng,164,0.141957,5.827,0.0
SNVAng__STTLng,164,1.55533,500.0,7492.876
ATLAM5__ATLAng,165,1.300412,500.0,4964.085
ATLAng__CHINng,165,0.761014,20.922,0.0
ATLAng__HSTNng,165,2.534346,500.0,17204.712
ATLAng__IPLSng,165,0.527089,10.573,0.0
ATLAng__WASHng,165,1.242631,500.0,4390.895
CHINng__IPLSng,165,1.544468,500.0,7385.127
CHINng__NYCMng,165,1.199677,500.0,3964.794
DNVRng__KSCYng,165,1.082606,500.0,2803.451
DNVRng__SNVAng,165,0.37975,8.061,0.0
HSTNng__KSCYng,165,2.465363,500.0,16520.403
IPLSng__KSCYng,165,1.897872,500.0,10890.888
KSCYng__SNVAng,165,2.902241,500.0,20854.236
LOSAng__SNVAng,165,1.39707,500.0,5922.937
NYCMng__WASHng,165,0.125398,5.717,0.0
SNVAng__STTLng,165,1.526498,500.0,7206.86
ATLAM5__ATLAng,166,1.503035,500.0,6974.104
ATLAng__CHINng,166,0.751937,20.156,0.0
ATLAng__HSTNng,166,2.78105,500.0,19652.012
ATLAng__IPLSng,166,0.486069,9.729,0.0
ATLAng__WASHng,166,1.264917,500.0,4611.976
CHINng__IPLSng,166,1.556474,500.0,7504.223
CHINng__NYCMng,166,1.159223,500.0,3563.495
DNVRng__KSCYng,166,1.072446,500.0,2702.664
DNVRng__SNVAng,166,0.364883,7.873,0.0
HSTNng__KSCYng,166,2.712431,500.0,18971.317
IPLSng__KSCYng,166,1.870921,500.0,10623.538
KSCYng__SNVAng,166,3.13113,500.0,23124.813
LOSAng__SNVAng,166,1.410495,500.0,6056.114
NYCMng__WASHng,166,0.140614,5.818,0.0
SNVAng__STTLng,166,1.543153,500.0,7372.075
ATLAM5__ATLAng,167,1.344319,500.0,5399.647
ATLAng__CHINng,167,0.742349,19.406,0.0
ATLAng__HSTNng,167,2.521899,500.0,17081.241
ATLAng__IPLSng,167,0.534843,10.749,0.0
ATLAng__WASHng,167,1.239145,500.0,4356.315
CHINng__IPLSng,167,1.523817,500.0,7180.266
CHINng__NYCMng,167,1.179265,500.0,3762.31
DNVRng__KSCYng,167,1.034885,500.0,2330.061
DNVRng__SNVAng,167,0.380683,8.073,0.0
HSTNng__KSCYng,167,2.45918,500.0,16459.066
IPLSng__KSCYng,167,1.853738,500.0,10453.085
KSCYng__SNVAng,167,2.931288,500.0,21142.375
LOSAng__SNVAng,167,1.361798,500.0,5573.038
NYCMng__WASHng,167,0.124728,5.713,0.0
SNVAng__STTLng,167,1.533688,500.0,7278.187
ATLAM5__ATLAng,168,1.334876,500.0,5305.967
ATLAng__CHINng,168,0.731324,18.61,0.0
ATLAng__HSTNng,168,2.531924,500.0,17180.689
ATLAng__IPLSng,168,0.497856,9.957,0.0
ATLAng__WASHng,168,1.272683,500.0,4689.02
CHINng__IPLSng,168,1.538604,500.0,7326.954
CHINng__NYCMng,168,1.18219,500.0,3791.326
DNVRng__KSCYng,168,1.056859,500.0,2548.038
DNVRng__SNVAng,168,0.374066,7.988,0.0
HSTNng__KSCYng,168,2.472413,500.0,16590.337
IPLSng__KSCYng,168,1.858956,500.0,10504.845
KSCYng__SNVAng,168,2.912655,500.0,20957.539
LOSAng__SNVAng,168,1.389263,500.0,5845.484
NYCMng__WASHng,168,0.121277,5.69,0.0
SNVAng__STTLng,168,1.539286,500.0,7333.716
ATLAM5__ATLAng,169,1.308402,500.0,5043.35
ATLAng__CHINng,169,0.735088,18.874,0.0
ATLAng__HSTNng,169,2.485209,500.0,16717.277
ATLAng__IPLSng,169,0.505211,10.105,0.0
ATLAng__WASHng,169,1.212671,500.0,4093.693
CHINng__IPLSng,169,1.516427,500.0,7106.952
CHINng__NYCMng,169,1.200176,500.0,3969.744
DNVRng__KSCYng,169,1.031282,500.0,2294.317
DNVRng__SNVAng,169,0.355746,7.761,0.0
HSTNng__KSCYng,169,2.42003,500.0,16070.695
IPLSng__KSCYng,169,1.857569,500.0,10491.087
KSCYng__SNVAng,169,2.84434,500.0,20279.85
LOSAng__SNVAng,169,1.322951,500.0,5187.676
NYCMng__WASHng,169,0.131403,5.756,0.0
SNVAng__STTLng,169,1.508124,500.0,7024.592
ATLAM5__ATLAng,170,1.343532,500.0,5391.841
ATLAng__CHINng,170,0.749679,19.974,0.0
ATLAng__HSTNng,170,2.530512,500.0,17166.677
ATLAng__IPLSng,170,0.662757,14.826,0.0
ATLAng__WASHng,170,1.273562,500.0,4697.739
CHINng__IPLSng,170,1.568185,500.0,7620.392
CHINng__NYCMng,170,1.248161,500.0,4445.761
DNVRng__KSCYng,170,1.075507,500.0,2733.026
DNVRng__SNVAng,170,0.366443,7.892,0.0
HSTNng__KSCYng,170,2.507547,500.0,16938.865
IPLSng__KSCYng,170,1.910529,500.0,11016.448
KSCYng__SNVAng,170,2.959751,500.0,21424.728
LOSAng__SNVAng,170,1.3828,500.0,5781.38
